name	SRR1944912_cds_rpm	SRR1944913_cds_rpm	SRR1944914_cds_rpm	SRR1944915_cds_rpm	SRR1944916_cds_rpm	SRR1944917_cds_rpm
NM_001183144.1	33.49	37.24	39.48	43.83	41.7	44.71
NM_001183145.1	83.22	85.86	86.37	93.87	88.84	84.33
NM_001183146.1	112.1	120.17	110.36	112.83	103.05	106.28
NM_001183147.1	19.56	18.28	16.75	16.89	15.99	17.21
NM_001183148.1	16.61	20.54	19.03	17.2	17.33	15.85
NM_001183149.1	13.99	10.92	13.13	12.65	13.17	12.93
NM_001183150.1	59.0	63.43	56.32	81.13	75.67	68.03
NM_001183151.1	69.82	71.51	75.93	82.23	77.5	81.69
NM_001183152.1	4.45	5.24	4.46	4.63	5.74	4.55
NM_001183153.1	28.83	24.87	32.49	28.18	29.07	31.78
NM_001183154.1	14.52	13.63	10.94	15.7	16.34	14.21
NM_001183155.1	15.54	15.26	14.65	16.53	15.5	16.21
NM_001183156.1	0.05	0.05	0.0	0.0	0.1	0.09
NM_001183158.1	13.08	14.31	14.65	13.62	14.81	15.57
NM_001183159.1	34.78	37.6	35.27	32.54	30.9	35.15
NM_001183160.1	124.27	133.49	119.12	130.25	131.18	128.04
NM_001183161.1	50.1	51.91	47.06	66.27	64.82	63.2
NM_001183163.1	9.65	9.21	10.94	11.82	11.64	12.48
NM_001183164.1	7.45	7.18	7.41	7.8	6.73	6.74
NM_001183165.2	418.03	499.87	398.27	469.94	442.16	442.78
NM_001183166.1	2.2	1.63	1.77	1.9	1.78	1.46
NM_001183167.1	11.57	11.29	15.15	13.54	14.06	14.94
NM_001183168.1	35.96	39.36	40.41	46.17	47.14	49.18
NM_001183169.1	0.75	0.54	0.51	1.54	1.73	2.82
NM_001183170.1	0.38	0.41	0.67	0.84	1.24	1.18
NM_001183171.1	3.16	4.79	4.46	5.25	5.79	8.2
NM_001183172.1	2.84	1.9	0.84	2.12	1.93	1.27
NM_001183173.1	0.05	0.14	0.08	0.4	0.3	0.09
NM_001183174.1	11.41	15.35	12.04	17.5	16.19	13.66
NM_001183177.1	0.16	0.32	0.34	0.49	0.3	0.36
NM_001183178.1	80.27	92.09	78.63	157.9	157.57	137.42
NM_001183179.3	0.21	0.45	0.0	0.18	0.54	0.46
NM_001183180.1	39.6	41.71	38.56	27.78	28.37	25.77
NM_001183181.1	2.3	3.57	3.2	2.56	2.82	2.0
NM_001183183.3	36.28	35.84	30.39	41.98	39.37	33.06
NM_001183184.3	5.63	6.27	6.73	7.94	7.58	7.47
NM_001183185.1	43.4	45.91	49.25	44.49	46.55	50.54
NM_001183186.1	15.59	17.02	17.09	14.99	14.66	14.94
NM_001183187.3	9.06	9.8	8.67	10.01	11.74	8.11
NM_001183188.1	20.79	23.38	24.33	28.66	21.19	23.95
NM_001183189.1	29.15	28.98	29.04	31.84	31.89	27.5
NM_001183190.3	93.45	87.89	99.0	80.73	87.2	84.06
NM_001183191.3	2.3	3.34	1.85	3.79	3.71	3.37
NM_001183192.1	22.24	25.05	24.24	24.6	29.02	26.96
NM_001183193.1	1509.04	1641.64	1406.27	1510.94	1374.61	1518.48
NM_001183194.3	69.45	61.67	59.77	65.7	66.8	65.3
NM_001183195.1	60.87	68.17	68.36	72.22	67.64	75.13
NM_001183196.1	65.27	70.38	67.6	99.39	90.37	94.44
NM_001183197.3	10.07	9.07	9.43	10.98	10.65	12.39
NM_001183198.3	151.54	160.66	161.38	162.57	153.31	149.44
NM_001183199.1	16.88	17.24	19.11	19.27	20.15	20.04
NM_001183200.1	14.25	15.98	15.57	17.95	17.18	18.58
NM_001183201.3	9.59	10.56	11.7	11.55	10.7	12.02
NM_001183203.1	40.03	41.8	39.14	35.94	37.93	36.15
NM_001183204.1	10.13	10.2	10.35	11.16	10.15	13.39
NM_001183205.3	20.36	26.05	26.26	17.37	18.27	18.67
NM_001183206.3	20.63	24.6	26.35	30.2	29.66	28.96
NM_001183207.1	52.03	54.44	64.06	49.43	50.76	55.37
NM_001183208.1	30.28	31.96	32.75	35.54	34.56	33.24
NM_001183209.3	8.47	8.85	10.78	11.24	12.23	11.29
NM_001183210.1	34.67	39.05	44.95	50.44	47.34	57.65
NM_001183211.3	17.79	18.01	17.09	23.28	23.22	20.49
NM_001183212.1	99.94	99.22	100.01	128.53	129.34	133.14
NM_001183213.1	37.83	38.96	36.62	48.72	44.67	57.92
NM_001183214.3	12.75	13.86	14.73	11.91	14.41	17.03
NM_001183215.1	52.09	56.02	47.39	78.71	70.07	77.5
NM_001183216.1	18.97	22.17	19.78	23.81	19.56	20.13
NM_001183217.3	9.59	9.07	10.86	10.49	10.15	10.66
NM_001183218.3	17.63	19.86	20.62	24.69	23.87	26.87
NM_001183220.1	202.61	201.02	199.77	268.22	259.23	245.16
NM_001183221.1	45.66	58.28	53.12	67.51	77.84	98.08
NM_001183222.3	4.98	4.83	4.8	4.23	5.55	4.55
NM_001183223.1	57.71	52.82	52.11	57.01	62.79	62.56
NM_001183224.1	34.35	37.74	30.47	34.66	34.86	34.88
NM_001183225.3	8.04	7.27	9.77	8.6	8.86	11.11
NM_001183226.3	14.2	13.32	12.37	15.65	14.21	12.66
NM_001183227.1	194.04	188.16	179.31	214.34	196.15	222.75
NM_001183228.1	39.98	39.73	39.65	41.32	35.8	41.16
NM_001183229.3	46.83	47.99	47.9	55.07	47.93	58.83
NM_001183230.1	103.69	103.33	117.6	129.77	127.91	130.23
NM_001183231.1	39.06	41.98	39.65	38.63	34.07	30.23
NM_001183232.3	25.19	28.98	27.7	25.75	24.51	21.49
NM_001183233.3	0.11	0.0	0.08	0.0	0.0	0.09
NM_001183234.1	1.39	1.49	1.68	1.59	2.58	2.0
NM_001183235.1	0.05	0.27	0.42	0.57	0.79	0.64
NM_001183236.3	1.98	2.89	2.1	2.43	2.92	2.91
NM_001183237.1	13.5	9.3	11.95	4.32	4.06	3.55
NM_001183238.1	34.62	38.51	35.44	42.9	41.99	40.16
NM_001183239.3	0.0	0.41	0.34	0.31	0.45	0.64
NM_001183240.3	3.27	6.73	5.39	5.82	6.49	5.01
NM_001183241.1	0.64	0.36	0.42	0.79	0.89	1.27
NM_001183242.1	4.13	4.24	3.7	5.78	4.8	4.46
NM_001183243.3	1.82	2.03	1.52	2.73	3.02	1.91
NM_001183244.1	252.23	273.66	256.34	285.19	255.62	263.46
NM_001183245.1	0.11	0.0	0.08	0.0	0.0	0.0
NM_001183246.3	0.27	0.05	0.59	0.4	0.54	0.18
NM_001183247.4	0.32	0.63	0.34	0.57	0.45	0.36
NM_001183248.1	0.27	0.09	0.17	0.35	0.1	0.18
NM_001183249.1	0.0	0.05	0.0	0.0	0.0	0.0
NM_001183250.3	1.23	0.86	1.77	1.68	1.83	2.19
NM_001183251.1	15.22	15.53	18.69	29.1	27.98	28.69
NM_001183252.1	5.41	5.82	6.9	4.59	4.56	4.83
NM_001183253.3	0.0	0.0	0.0	0.04	0.0	0.0
NM_001183255.1	3.16	3.39	2.86	2.78	2.87	2.64
NM_001183256.1	29.04	32.77	33.17	42.59	46.1	45.08
NM_001183257.1	12.97	15.03	14.65	14.02	14.51	14.21
NM_001183258.1	160.44	176.78	143.45	193.04	163.56	175.58
NM_001183259.1	45.55	45.5	45.8	46.56	46.6	45.9
NM_001183260.1	62.05	70.92	69.62	57.72	48.97	52.18
NM_001183261.1	30.92	35.89	38.3	33.86	33.82	30.6
NM_001183262.1	12.32	12.41	13.22	13.49	12.83	14.57
NM_001183263.1	2.68	3.25	4.04	3.66	3.71	2.82
NM_001183264.1	33.22	35.53	41.5	38.89	43.58	41.89
NM_001183265.1	21.76	25.55	21.05	27.56	28.42	30.96
NM_001183266.1	42.44	43.65	42.43	31.84	34.47	32.88
NM_001183267.1	12.91	14.85	14.65	14.15	13.57	15.03
NM_001183268.1	0.64	0.05	0.34	0.09	0.54	0.18
NM_001183269.1	0.11	0.23	0.0	0.04	0.2	0.18
NM_001183270.1	19.34	22.57	23.07	28.57	26.89	26.59
NM_001183271.1	10.61	11.15	12.88	13.8	13.37	14.12
NM_001183272.1	18.49	19.32	21.38	20.15	20.35	20.58
NM_001183273.1	26.47	30.65	34.01	29.5	27.98	29.32
NM_001183274.1	38.15	39.64	41.5	33.82	33.82	36.88
NM_001183275.1	114.41	117.64	127.45	138.54	135.29	138.88
NM_001183276.2	61.95	60.9	59.1	57.85	61.95	58.19
NM_001183277.1	6.11	5.87	7.24	6.17	5.4	6.28
NM_001183278.1	0.0	0.05	0.0	0.09	0.0	0.0
NM_001183279.1	8.79	8.8	8.75	9.35	9.9	8.47
NM_001183280.1	20.31	19.37	23.32	20.46	22.48	26.5
NM_001183281.1	62.16	71.87	65.58	85.32	83.79	90.52
NM_001183282.1	11.31	11.29	10.52	13.76	10.75	12.48
NM_001183283.1	0.05	0.0	0.08	0.09	0.05	0.0
NM_001183284.1	186.27	200.03	191.43	220.29	220.06	218.29
NM_001183285.1	26.26	29.98	30.22	23.28	23.67	19.58
NM_001183286.1	13.13	14.85	13.55	17.33	15.99	15.3
NM_001183287.1	5.68	7.13	7.49	6.79	8.22	6.92
NM_001183288.1	9.38	9.75	10.27	11.64	8.42	8.83
NM_001183290.1	27.97	32.64	23.15	31.88	25.85	28.32
NM_001183292.1	96.72	98.59	101.52	125.8	119.59	124.86
NM_001183293.1	941.24	937.4	841.57	920.62	925.32	881.27
NM_001183294.1	1814.7	1819.5	1575.56	1621.12	1560.21	1445.08
NM_001183295.1	108.73	122.11	104.98	143.17	122.86	114.47
NM_001183296.1	9.27	10.43	12.37	10.19	9.71	11.38
NM_001183297.1	1.82	2.3	1.52	2.82	2.53	3.1
NM_001183298.1	11.04	11.11	11.28	10.36	10.2	9.74
NM_001183299.1	29.2	30.92	31.32	36.02	32.73	37.7
NM_001183301.1	0.54	0.18	0.25	0.49	0.4	0.82
NM_001183302.1	5.04	4.15	4.63	7.1	7.68	7.29
NM_001183303.1	65.27	68.03	70.12	75.58	75.76	73.49
NM_001183305.1	64.84	73.04	66.34	67.95	59.42	68.39
NM_001183306.1	50.37	48.66	51.35	49.34	51.95	51.82
NM_001183307.1	2.25	1.4	0.51	1.63	1.49	1.18
NM_001183308.1	7.72	6.95	8.08	8.64	9.01	10.02
NM_001183309.1	9.27	9.98	9.77	11.99	12.92	14.75
NM_001183310.1	7.39	8.44	7.07	9.57	9.56	11.57
NM_001183311.1	12.16	14.22	17.59	14.51	13.82	15.48
NM_001183312.1	68.54	73.04	72.82	68.79	66.85	70.4
NM_001183313.2	27.01	20.59	25.42	31.39	33.08	38.7
NM_001183314.1	151.11	145.59	144.96	133.73	138.16	131.96
NM_001183315.1	28.67	32.73	31.23	30.34	31.84	34.61
NM_001183316.1	140.93	148.79	144.12	165.97	165.94	178.86
NM_001183317.1	16.18	14.45	18.02	18.87	17.98	18.49
NM_001183318.1	9.0	8.89	9.6	10.98	9.85	9.47
NM_001183319.1	62.64	59.0	59.01	66.4	65.71	61.65
NM_001183320.1	12.27	13.09	14.65	16.18	14.81	17.21
NM_001183321.1	17.42	20.59	19.7	19.31	18.52	20.76
NM_001183322.1	8.9	11.06	9.85	10.45	11.19	13.48
NM_001183323.1	13.13	14.76	12.46	15.87	15.1	14.21
NM_001183324.1	8.41	9.07	9.93	9.13	8.42	9.74
NM_001183325.1	58.19	61.39	52.95	76.94	71.31	74.59
NM_001183326.1	9.86	10.2	11.11	12.52	11.44	11.29
NM_001183327.1	8.52	8.22	8.17	8.11	7.03	8.83
NM_001183328.1	10.99	11.78	11.87	12.52	12.23	12.48
NM_001183329.2	8.79	11.83	12.12	12.39	12.18	11.75
NM_001183330.1	54.39	63.07	68.19	76.06	77.15	77.23
NM_001183331.2	129.46	132.41	142.52	145.42	156.33	140.43
NM_001183332.1	14.04	17.02	12.04	20.42	17.98	18.76
NM_001183334.1	19.02	20.81	22.81	21.03	23.03	22.04
NM_001183335.1	36.33	37.24	41.17	32.85	30.7	35.61
NM_001183336.1	11.9	11.87	12.54	10.36	10.55	10.56
NM_001183337.1	2.25	2.8	2.53	2.38	2.53	2.19
NM_001183338.1	0.27	0.27	0.34	0.13	0.45	0.18
NM_001183340.1	9385.83	8786.82	9238.53	8955.42	8643.28	9647.76
NM_001183341.1	19.08	21.67	21.97	21.21	19.66	22.49
NM_001183342.1	34.88	33.32	36.96	30.29	33.08	30.23
NM_001183343.1	20.42	21.89	18.77	19.49	19.86	17.85
NM_001183344.1	73.36	76.79	84.01	80.38	75.02	71.49
NM_001183345.1	0.11	0.32	0.17	0.26	0.25	0.09
NM_001183346.1	82.36	86.45	83.59	91.63	90.52	87.7
NM_001183347.1	26.31	25.33	27.7	27.34	26.44	28.41
NM_001183348.1	32.37	33.9	35.1	29.5	31.54	29.05
NM_001183349.1	5.63	6.27	5.72	6.04	5.6	6.28
NM_001183350.1	8.47	11.15	10.35	12.04	12.43	12.66
NM_001183351.1	223.83	233.17	209.7	256.0	258.64	239.69
NM_001183352.1	126.62	134.89	147.99	165.61	158.61	165.93
NM_001183354.1	11.68	11.87	12.63	10.85	10.84	12.57
NM_001183355.1	11.15	14.27	8.5	14.02	13.91	12.48
NM_001183356.1	21.97	23.52	22.48	19.58	19.31	18.49
NM_001183357.1	19.29	22.12	22.06	26.63	27.33	27.32
NM_001183358.1	0.11	0.05	0.0	0.0	0.1	0.0
NM_001183359.1	3.16	3.93	2.53	3.62	3.71	3.01
NM_001183361.1	14.41	17.7	17.26	19.14	18.97	19.22
NM_001183362.1	5.36	5.78	6.31	7.19	7.23	5.01
NM_001183363.1	717.04	753.35	655.61	829.92	830.79	719.08
NM_001183364.1	3.16	5.24	2.69	3.57	4.01	5.46
NM_001183365.1	56.75	60.81	53.88	52.6	51.6	50.27
NM_001183366.1	5.47	4.79	4.04	5.73	5.05	5.56
NM_001183367.1	2.41	3.25	2.53	3.22	2.92	3.1
NM_001183368.1	2.25	1.81	2.1	1.76	1.98	2.28
NM_001183369.1	32.1	31.1	27.53	38.49	35.85	40.16
NM_001183370.1	6.54	8.08	8.0	7.98	8.02	9.02
NM_001183371.1	4.02	5.55	6.9	5.56	5.2	5.56
NM_001183373.1	22.18	28.71	28.37	41.84	44.47	45.99
NM_001183374.1	1940.52	1779.95	1843.51	1477.07	1561.79	1529.41
NM_001183375.1	1083.41	1076.58	1014.4	1024.24	1025.35	915.15
NM_001183376.1	30.81	33.27	33.08	38.8	38.77	38.16
NM_001183377.1	221.53	239.67	195.89	279.2	235.42	258.91
NM_001183378.1	37.03	41.89	43.44	41.09	37.98	45.44
NM_001183379.2	15.81	16.75	17.59	22.49	18.87	15.75
NM_001183380.1	46.03	42.25	49.25	37.04	37.63	44.08
NM_001183381.1	2227.68	2130.36	1900.25	2066.46	2060.7	1821.11
NM_001183382.1	6.27	6.32	6.99	6.35	7.03	5.46
NM_001183383.1	47.42	52.37	58.0	59.75	59.52	61.65
NM_001183384.1	40.14	44.29	38.81	44.53	41.2	43.17
NM_001183385.1	0.05	0.0	0.0	0.0	0.0	0.09
NM_001183386.1	0.16	0.23	0.42	0.26	0.25	0.09
NM_001183387.1	19.08	22.71	24.24	27.6	25.75	25.95
NM_001183389.1	8.52	9.98	10.02	10.23	11.84	10.47
NM_001183390.1	14.47	18.1	21.72	18.61	19.61	18.58
NM_001183391.1	22.24	25.05	23.82	26.06	25.21	27.23
NM_001183392.2	12.11	11.56	13.55	13.18	12.18	13.11
NM_001183393.1	376.98	366.79	385.72	373.38	400.86	381.67
NM_001183394.1	6.11	6.37	7.32	7.19	7.82	6.83
NM_001183395.2	17.31	18.24	23.23	24.78	26.74	24.22
NM_001183396.2	31.51	33.81	34.68	38.41	38.08	42.44
NM_001183397.1	148.43	140.03	129.39	121.78	118.4	118.03
NM_001183398.1	22.88	23.93	27.02	28.4	26.2	28.23
NM_001183399.2	77.38	82.43	83.59	91.85	83.79	86.06
NM_001183400.1	13.77	12.46	15.91	13.58	13.32	13.11
NM_001183401.1	18.81	16.3	20.71	29.28	26.89	31.05
NM_001183402.1	16.93	16.57	18.44	19.93	20.45	20.31
NM_001183403.1	28.83	30.2	27.78	34.79	34.81	33.15
NM_001183405.1	59.0	61.03	100.6	107.98	116.27	139.97
NM_001183406.1	20.36	23.61	23.49	30.87	32.58	26.5
NM_001183407.1	0.75	1.35	1.01	0.93	0.99	0.91
NM_001183408.1	100.47	87.76	74.84	195.91	205.41	161.56
NM_001183409.1	0.27	0.5	0.84	0.75	0.79	1.55
NM_001183410.1	2.2	1.81	2.86	1.85	2.18	3.1
NM_001183411.1	157.65	129.15	138.31	203.67	184.36	197.62
NM_001183412.1	6.22	8.08	7.41	6.92	7.13	7.56
NM_001183414.1	0.0	0.0	0.0	0.04	0.05	0.09
NM_001183415.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183416.1	0.0	0.05	0.0	0.0	0.05	0.0
NM_001183417.1	1.93	1.63	2.19	2.2	1.54	2.28
NM_001183418.1	0.11	0.0	0.0	0.0	0.05	0.0
NM_001183420.1	54.07	53.18	48.24	62.3	58.38	57.28
NM_001183421.1	41.15	44.74	52.87	42.95	43.87	49.45
NM_001183422.1	2.2	2.62	3.2	2.25	1.98	1.73
NM_001183423.1	40.08	40.85	45.8	43.78	46.85	43.99
NM_001183424.1	4.77	4.06	5.47	4.54	4.56	5.37
NM_001183425.1	25.56	24.56	26.69	23.9	25.35	22.77
NM_001183426.1	240.12	258.49	313.41	392.21	344.06	361.82
NM_001183427.1	45.87	51.01	48.83	54.28	53.28	45.17
NM_001183428.1	0.64	0.63	2.19	0.71	0.69	0.73
NM_001183429.1	3.11	2.89	4.21	1.85	1.73	1.91
NM_001183430.1	6.48	8.76	9.26	8.25	8.37	8.74
NM_001183431.1	1.71	2.21	1.94	2.03	1.93	1.64
NM_001183433.1	79.9	87.4	88.22	89.46	86.46	83.69
NM_001183435.1	24.65	27.13	30.89	30.38	33.18	28.32
NM_001183436.1	9.65	11.24	10.86	10.36	10.15	9.74
NM_001183437.1	16.93	18.46	18.86	17.73	17.43	18.85
NM_001183438.1	1.18	1.31	1.43	1.46	1.68	1.82
NM_001183439.1	185.57	186.35	202.8	229.68	220.21	221.66
NM_001183440.1	87.67	85.95	98.07	102.16	104.73	106.1
NM_001183441.1	8.95	9.53	9.18	10.98	10.45	10.66
NM_001183442.1	20.63	20.27	23.74	27.29	25.95	30.96
NM_001183444.1	21.38	22.35	22.65	26.68	24.66	25.41
NM_001183445.1	7.61	8.44	9.26	9.83	9.71	10.47
NM_001183446.1	747.69	848.78	764.8	1236.81	1092.4	990.38
NM_001183447.1	8.79	8.98	8.42	15.48	12.88	12.48
NM_001183449.1	6.32	6.0	6.4	6.31	6.78	7.47
NM_001183451.1	0.16	0.05	0.17	0.09	0.05	0.18
NM_001183452.1	10.82	8.4	9.85	10.8	7.63	9.84
NM_001183453.1	16.88	15.8	15.49	9.66	9.95	11.84
NM_001183454.1	19.61	21.89	17.85	21.96	20.15	19.12
NM_001183455.1	7.77	10.34	10.86	17.46	14.91	14.39
NM_001183456.1	5.73	6.91	9.68	6.22	6.59	7.47
NM_001183457.1	28.45	27.13	28.62	29.98	29.91	30.23
NM_001183458.1	39.81	41.71	42.51	40.74	40.95	38.07
NM_001183459.1	7.23	5.87	8.84	5.82	6.69	7.1
NM_001183461.1	55.68	60.31	50.68	56.44	46.6	50.09
NM_001183462.1	31.56	30.16	29.3	34.35	33.43	29.96
NM_001183463.1	3.59	3.34	3.03	2.16	3.47	2.19
NM_001183464.1	40.03	43.11	41.84	37.52	38.67	33.6
NM_001183465.1	199.55	214.97	198.59	265.7	240.02	246.16
NM_001183466.1	15.81	17.83	16.33	18.39	16.54	16.03
NM_001183467.1	77.0	76.79	82.75	83.38	78.88	83.78
NM_001183468.1	1.39	0.77	3.54	2.2	1.54	5.19
NM_001183470.1	83.97	84.15	89.49	74.78	79.38	79.96
NM_001183471.1	35.8	36.34	27.95	65.52	59.13	48.45
NM_001183473.1	15.75	16.3	11.79	13.4	11.64	13.02
NM_001183475.1	54.55	56.47	56.82	57.37	52.19	55.55
NM_001183476.1	26.85	30.02	31.48	41.58	41.55	38.52
NM_001183477.1	18.54	21.76	19.61	18.61	20.55	19.22
NM_001183478.1	6.11	6.64	5.22	10.05	7.77	8.92
NM_001183479.1	2.89	2.08	3.11	2.56	2.58	2.09
NM_001183480.1	53.26	55.93	62.97	71.47	69.67	74.95
NM_001183481.1	3.05	2.89	2.19	3.44	2.62	3.46
NM_001183482.1	4742.91	4731.92	4403.17	4158.94	4133.44	3992.28
NM_001183483.1	2.68	3.21	2.69	3.66	3.96	2.37
NM_001183484.1	27.76	33.5	23.57	24.91	31.0	20.49
NM_001183485.1	22.83	27.27	22.98	28.48	29.51	30.69
NM_001183486.1	49.89	51.15	54.97	55.82	57.89	52.09
NM_001183487.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183488.1	38.74	45.23	37.38	48.15	40.26	42.62
NM_001183489.1	18.33	18.33	18.6	19.0	18.67	16.39
NM_001183490.1	11.36	13.36	16.33	11.91	10.45	10.2
NM_001183492.1	6.48	6.82	7.24	6.75	7.03	7.83
NM_001183493.1	35.53	34.72	34.6	50.88	43.18	47.9
NM_001183494.1	12.59	15.26	14.48	10.19	9.01	10.29
NM_001183495.1	20.52	20.68	21.47	22.13	20.2	20.67
NM_001183496.1	6.48	7.76	7.91	8.33	6.93	6.74
NM_001183497.1	22.99	27.81	28.29	28.18	24.22	28.5
NM_001183498.1	12.7	12.14	17.09	19.14	19.66	19.49
NM_001183499.1	3.86	4.88	5.72	5.95	6.88	5.37
NM_001183500.1	20.15	21.4	24.33	17.81	19.66	20.4
NM_001183502.1	9.86	10.29	8.25	8.73	9.06	7.65
NM_001183503.1	0.27	0.09	0.34	0.22	0.45	0.46
NM_001183504.1	84.4	85.55	86.54	85.19	95.23	105.46
NM_001183505.1	108.62	134.48	122.65	112.66	101.47	114.02
NM_001183506.1	31.24	34.67	30.39	35.85	34.07	35.97
NM_001183508.1	36.49	37.15	38.13	45.06	43.58	40.53
NM_001183509.1	25.35	26.77	29.97	29.32	31.0	33.6
NM_001183510.1	95.17	91.01	105.56	82.67	85.92	82.05
NM_001183511.1	18.22	16.75	17.09	17.64	14.46	19.12
NM_001183512.1	18.06	17.97	18.94	22.31	22.09	20.13
NM_001183513.1	11.36	12.46	13.55	16.18	14.76	12.84
NM_001183514.1	81.02	83.65	88.64	95.99	85.32	78.23
NM_001183515.1	2047.74	2032.89	1619.59	2102.8	2111.91	1696.8
NM_001183516.1	5.52	5.37	5.3	5.16	5.4	4.19
NM_001183517.1	99.4	120.35	92.43	143.21	122.56	129.96
NM_001183518.1	137.29	145.14	146.65	133.6	132.51	125.68
NM_001183519.1	0.21	0.41	0.34	0.35	0.3	0.09
NM_001183520.1	38.47	42.98	39.31	45.77	46.99	42.44
NM_001183522.1	32.69	39.36	40.07	44.53	45.61	43.62
NM_001183523.1	7.66	10.11	9.93	10.36	8.62	7.83
NM_001183525.1	13.08	12.64	10.61	10.19	10.3	8.74
NM_001183526.3	0.54	0.45	0.51	0.4	0.59	0.64
NM_001183527.1	123.68	124.73	122.4	116.32	119.89	106.0
NM_001183528.3	89.97	94.89	100.43	116.49	114.89	111.29
NM_001183529.1	14.9	17.79	15.49	17.24	16.14	18.67
NM_001183530.3	7.34	9.48	9.85	12.21	9.41	11.75
NM_001183531.1	30.22	30.47	31.65	32.54	32.58	32.24
NM_001183532.3	22.45	25.24	20.29	27.73	21.39	23.77
NM_001183533.1	4.61	3.97	3.96	3.17	3.61	2.91
NM_001183534.3	15.16	16.57	17.26	22.05	20.8	16.67
NM_001183535.1	130.8	129.47	145.3	142.02	133.31	140.52
NM_001183536.3	139.0	142.34	133.68	214.78	182.28	191.79
NM_001183537.1	12.75	16.07	14.98	12.79	11.59	14.48
NM_001183538.3	32.26	32.05	37.55	30.07	30.4	32.24
NM_001183539.1	3.22	1.44	1.43	3.31	2.38	2.28
NM_001183541.3	234.81	247.75	225.95	283.61	278.05	250.44
NM_001183542.1	55.14	61.12	53.54	58.56	52.14	50.91
NM_001183543.3	85.95	98.23	89.65	100.62	91.07	91.8
NM_001183544.1	12.54	12.82	13.81	16.18	14.61	17.12
NM_001183545.3	12.38	12.14	16.25	14.59	16.24	12.84
NM_001183546.1	23.1	25.78	21.47	24.91	22.28	24.77
NM_001183547.3	100.74	101.57	81.83	111.25	122.26	92.98
NM_001183548.1	5.41	5.55	6.9	6.17	5.0	7.56
NM_001183549.4	7.61	7.72	7.74	9.48	10.15	8.38
NM_001183550.1	15.22	15.85	20.04	19.53	18.27	23.59
NM_001183551.3	33.54	35.08	32.58	39.86	34.56	38.7
NM_001183552.1	8279.6	7986.66	7258.55	7064.14	6961.45	6938.46
NM_001183553.3	0.16	0.09	0.25	0.22	0.25	0.18
NM_001183555.1	182.14	186.31	221.32	232.15	236.55	212.1
NM_001183556.3	1.93	1.22	1.43	1.72	1.68	2.19
NM_001183557.1	22.61	24.96	22.65	24.16	24.07	24.32
NM_001183559.4	17.15	17.43	18.02	20.19	17.78	17.49
NM_001183560.1	48.01	57.11	45.63	61.55	55.81	59.92
NM_001183561.3	104.39	122.56	114.82	135.81	141.43	140.7
NM_001183562.1	13.13	14.58	16.58	14.95	16.74	15.94
NM_001183563.3	11.9	12.46	14.4	13.67	11.88	14.12
NM_001183564.1	102.3	105.82	97.15	105.16	100.77	94.17
NM_001183566.3	8.95	10.7	11.95	11.16	13.47	13.39
NM_001183567.1	5.25	5.82	5.39	5.69	5.5	5.19
NM_001183568.4	8.63	8.13	9.68	10.1	10.2	9.84
NM_001183569.1	19.56	18.06	17.93	17.77	20.2	20.85
NM_001183570.3	206.36	202.42	230.74	242.34	233.53	231.32
NM_001183571.1	3.22	4.42	4.29	4.59	5.35	5.19
NM_001183572.3	840.12	715.02	1201.03	1142.45	931.02	1660.64
NM_001183573.1	9.06	9.98	8.5	11.64	9.71	10.38
NM_001183574.3	14.95	16.07	19.28	21.16	21.39	23.86
NM_001183575.1	13.02	13.14	13.05	12.92	14.41	13.11
NM_001183576.3	121.32	134.12	126.69	179.77	173.86	175.4
NM_001183577.1	24.06	26.68	25.09	22.22	22.38	23.5
NM_001183578.3	13.83	14.31	12.63	16.18	16.79	16.21
NM_001183579.1	36.12	38.78	35.69	46.3	40.46	37.16
NM_001183580.3	15.7	19.77	17.76	28.26	25.8	28.69
NM_001183581.3	14.52	17.06	17.0	11.02	13.22	8.56
NM_001183582.1	26.42	31.28	28.45	20.55	19.16	14.39
NM_001183583.3	75.82	82.48	87.72	82.45	79.08	71.76
NM_001183584.1	94.47	104.37	97.31	110.76	102.55	98.81
NM_001183585.3	7.72	8.67	8.42	6.57	7.82	6.28
NM_001183586.1	452.91	455.72	415.61	443.93	437.06	391.96
NM_001183587.3	553.6	554.72	536.24	778.55	739.47	734.29
NM_001183590.1	49.94	50.7	50.34	59.44	59.57	56.19
NM_001183591.3	5.2	6.77	7.41	7.14	5.79	6.47
NM_001183592.1	1.5	1.08	1.94	2.12	1.73	2.46
NM_001183593.3	9.11	10.65	9.26	11.86	10.7	12.02
NM_001183594.1	75.93	84.42	83.85	75.88	73.09	75.31
NM_001183595.3	56.96	64.24	68.27	78.79	80.57	80.32
NM_001183596.1	1.07	1.04	0.93	0.75	1.14	1.64
NM_001183597.3	0.16	0.18	0.25	0.49	0.35	0.55
NM_001183598.1	9.38	10.02	10.27	7.45	7.48	8.29
NM_001183599.3	0.21	0.5	0.42	0.35	0.35	0.09
NM_001183600.1	37.62	41.04	30.14	51.54	39.81	45.9
NM_001183601.3	677.86	689.02	598.12	640.14	635.58	525.65
NM_001183602.1	0.21	0.41	0.34	0.35	0.2	0.27
NM_001183603.3	260.0	283.59	226.45	268.75	257.55	215.47
